llm_summary,LABEL
" **Function Impacted**: Cx can't view Payment History in Portal **Issue Category**: QF: Manage Portal **Work Order**: NA **Details**: Customer is unable to view bills between September 2023 and February 2024 under Billing section, which only shows the payment option. **SFDC Cx Acct URL**: https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003DurFxAAJ/view",address correction
" - Function Impacted: Receipt/Invoice Missing - Issue Category: All Other Issues - Issue: Missing payment receipt and invoice for January 20, 2024 - Related Tab: Only appearing from March 2024 onwards - SFDC Cx Acct URL: Provided",address correction
 Customer is experiencing irregular receipt of "Your Quantum Fiber subscription receipt" emails. The issue category is System Performance.,address correction
 **Function Impacted**: Instant Internet Ordering **Issue Category**: System Performance **Work Order**: N/A **Case Number**: 02622358,address correction
" Salesforce Issues: System Performance Work Order: 05294207 Duplicate DTN: 1500098583 Enabled without install, clear cache Zion Kukaewkasem's DTN is active. Request to issue a new DTN for Michael Knodel.",address correction
 **Summary:** Customer is unable to update payment on file for a migrated account and is currently suspended.,address correction
" Customer is unable to upgrade internet speed to 500 Mbps online. The ""Confirm Order"" button is greyed out, preventing him from completing the upgrade. He has tried accessing the website from both his cell phone and laptop without success.  Customer Address: 1233 S Gilbert Rd, Gilbert AZ 85296 Unit 3109",address correction
 **Summary:**  - Invoice for March 2024 is missing from Salesforce. - Work Order and Case Number are not provided.,address correction
" Multiple accounts are missing the DTN and are failing at ""PX Post API -V2"". The impacted accounts and their details are as follows:  - Account Number: A00676612, Work Order: 0653469, Customer Name: Sulema Gaytan-Vasquez, Email: sulemagaytan2008@gmail.com  - Account Number: A00676635, Work Order: 0653462, Customer Name: ANTHONY POLLARD, Email: pollardphd@yahoo.com  - Account Number: A00676753, Work Order: 0653553, Customer Name: BRITTANI SCHMIDT, Email: brittani.schmidt@gmail.com  - Account Number: A00676805, Work Order: 0653569, Customer Name: KENT ANDERSON, Email: kentandersonpoa@gmail.com  - Account Number: A00676855, Work Order: 0653616, Customer Name: VIVIANA MADRIGAL, Email: viviana.e.madrigal@gmail.com  - Account Number: A00677059, Work Order: 0653749, Customer Name: Daniel Keefe, Email: dpkeefe44@gmail.com",duplicate dtn issue
" SF adjustments/credit memo requests with status ""Approval not required"" are not flowing to Zuora. Reason codes like ""Unsatisfactory service"", ""Invoice reversal"", etc. are still causing issues. Adjustments with status ""applied"" flow to Zuora, but those with ""Approval not required"" don't. Example: CESAR KELLER - CM-00041123 (""Applied"") flowed to Zuora, while CM-00040870 (""Approval not required"") didn't.",duplicate dtn issue
 Function Impacted: All Other Issues Case Number: 02601894,duplicate dtn issue
 **Summary:** Customers are experiencing issues while signing up or placing orders for instant internet-ready addresses. The issue category covers all other issues. The Salesforce Customer Lead URL is provided for further reference.,duplicate dtn issue
 Inability to complete payment when ordering Instant Internet through the portal.,duplicate dtn issue
" **Function Impacted**: Equipment **Issue Category**: QF: Equipment **Summary**: Customer with account URL https://ctl-fiber.lightning.force.com/lightning/r/Account/0013j00003FgvA1AAJ/view has not received a replacement pod that was supposed to be shipped on 3/14. The repair case for the pod replacement created an order, but it is stuck in ""ready to submit"" status and will not submit without an OP plan. Need to trigger OP so that pod shipment will be triggered.",duplicate dtn issue
" **Lifeline/ACP order processing issue:** - Lifeline/ACP orders are completing without OP/subscription update, causing errors and preventing ACP readdition. - **Workaround:**   - Manual billing update by Anna for affected accounts.   - Reassign INC to ""NA - QF E2E Platform - Tier 2"" after review. - **Root cause investigation:**   - E2E to investigate why orders are generated/completed without OP/subscription update.   - Pull a report to identify all impacted accounts.   - Provide a fix/cleanup as needed. **DTN:** 1500133386, 1000303528",duplicate dtn issue
 Function Impacted: Salesforce agent UI Issue Category: All Other Issues Summary: Order confirmation email initially failed to send but succeeded after retry. Root cause investigation requested.,duplicate dtn issue
 Customer has no shop options on their pages and no pending orders on their account. Order should be able to be placed.,duplicate dtn issue
 A customer is unable to order Fiber internet due to a CSRF Token Mismatch error message. The issue is being worked on and the customer has been provided with a link to the SFDC Cx Lead URL for assistance.,duplicate dtn issue
